TradeNumber,EquityR
254,545.00
255,544.00
256,548.00
257,547.00
258,546.00
259,553.00
260,552.00
261,559.00
262,558.00
263,565.00
264,564.00
265,563.00
266,562.00
267,561.00
268,560.00
269,559.00
270,558.00
271,565.00
272,564.00
273,563.00
274,562.00
275,569.00
276,576.00
277,583.00
278,582.00
279,589.00
280,588.00
281,587.00
282,586.00
283,593.00
284,600.00
285,607.00
286,611.00
287,618.00
288,617.00
289,621.00
290,620.00
291,627.00
292,634.00
293,641.00
294,640.00
295,647.00
296,654.00
297,653.00
298,660.00
299,667.00
300,666.00
301,673.00
302,680.00
303,684.00
304,691.00
305,690.00
306,697.00
307,696.00
308,695.00
309,702.00
310,701.00
311,700.00
312,699.00
313,698.00
314,697.00
315,696.00
316,703.00
317,702.00
318,709.00
319,708.00
320,715.00
321,714.00
322,721.00
323,728.00
324,735.00
325,742.00
326,741.00
327,740.00
328,747.00
329,746.00
330,745.00
331,744.00
332,743.00
333,742.00
334,746.00
335,745.00
336,752.00
337,756.00
338,755.00
339,762.00
340,761.00
341,768.00
342,772.00
343,776.00
344,775.00
345,774.00
346,773.00
347,772.00
348,771.00
349,778.00
350,777.00
351,784.00
352,783.00
353,790.00
354,797.00
355,796.00
356,795.00
357,794.00
358,793.00
359,797.00
360,796.00
361,795.00
362,794.00
363,793.00
364,792.00
365,791.00
366,790.00
367,789.00
368,796.00
369,802.00
370,806.00
371,813.00
372,812.00
373,811.00
374,810.00
375,809.00
376,808.00
377,807.00
378,814.00
379,813.00
380,812.00
381,811.00
382,810.00
383,809.00
384,816.00
385,815.00
386,814.00
387,813.00
388,812.00
389,819.00
390,818.00
391,822.00
392,821.00
393,820.00
394,827.00
395,834.00
396,841.00
397,840.00
398,847.00
399,846.00
400,850.00
401,849.00
402,856.00
403,855.00
404,862.00
405,861.00
406,860.00
407,859.00
408,858.00
409,857.00
410,856.00
411,855.00
412,854.00
413,853.00
414,852.00
415,851.00
416,857.00
417,856.00
418,863.00
419,870.00
420,877.00
421,876.00
422,880.00
423,879.00
424,878.00
425,877.00
426,876.00
427,875.00
428,874.00
429,881.00
430,880.00
431,879.00
432,886.00
433,893.00
434,899.00
435,906.00
436,905.00
437,909.00
438,908.00
439,907.00
440,906.00
441,905.00
442,904.00
443,911.00
444,910.00
445,909.00
446,908.00
447,907.00
448,906.00
449,910.00
450,916.00
451,915.00
452,914.00
453,913.00
454,912.00
455,911.00
456,910.00
457,909.00
458,916.00
459,915.00
460,914.00
461,913.00
462,912.00
463,911.00
464,910.00
465,917.00
466,924.00
467,923.00
468,922.00
469,929.00
470,936.00
471,935.00
472,942.00
473,941.00
474,948.00
475,954.00
476,953.00
477,952.00
478,951.00
479,950.00
480,949.00
481,948.00
482,947.00
483,951.00
484,950.00
485,954.00
486,953.00
487,960.00
488,967.00
489,973.00
490,972.00
491,979.00
492,978.00
493,985.00
494,984.00
495,983.00
496,982.00
497,981.00
498,980.00
499,979.00
500,978.00
501,977.00
502,976.00
503,975.00
504,974.00
505,973.00
506,980.00
507,979.00
508,986.00
509,990.00
510,994.00
511,993.00
512,997.00
513,996.00
514,1000.00
515,999.00
516,1006.00
517,1013.00
518,1012.00
519,1011.00
520,1010.00
521,1017.00
522,1016.00
523,1015.00
524,1014.00
525,1013.00
526,1012.00
527,1011.00
528,1010.00
529,1009.00
530,1008.00
531,1007.00
532,1014.00
533,1013.00
534,1012.00
535,1011.00
536,1010.00
537,1009.00
538,1008.00
539,1015.00
540,1014.00
541,1013.00
542,1012.00
543,1011.00
544,1010.00
545,1009.00
546,1016.00
547,1015.00
548,1022.00
549,1029.00
550,1028.00
551,1027.00
552,1026.00
553,1033.00
554,1040.00
555,1039.00
556,1038.00
557,1045.00
558,1049.00
559,1048.00
560,1047.00
561,1046.00
562,1045.00
563,1044.00
564,1051.00
565,1050.00
566,1049.00
567,1048.00
568,1047.00
569,1046.00
570,1045.00
571,1052.00
572,1051.00
573,1050.00
574,1049.00
575,1048.00
576,1055.00
577,1061.00
578,1067.00
579,1073.00
580,1072.00
581,1071.00
582,1070.00
583,1077.00
584,1076.00
585,1075.00
586,1074.00
587,1073.00
588,1072.00
589,1071.00
590,1070.00
591,1069.00
592,1068.00
593,1067.00
594,1074.00
595,1073.00
596,1072.00
597,1071.00
598,1070.00
599,1069.00
600,1068.00
601,1075.00
602,1074.00
603,1073.00
604,1072.00
605,1079.00
606,1078.00
607,1077.00
608,1076.00
609,1083.00
610,1082.00
611,1089.00
612,1096.00
613,1095.00
614,1094.00
615,1093.00
616,1092.00
617,1091.00
618,1090.00
619,1089.00
620,1093.00
621,1092.00
622,1099.00
623,1098.00
624,1105.00
625,1104.00
626,1108.00
627,1107.00
628,1114.00
629,1113.00
630,1112.00
631,1111.00
632,1110.00
633,1109.00
634,1108.00
635,1112.00
636,1119.00
637,1126.00
638,1133.00
639,1132.00
640,1139.00
641,1145.00
642,1144.00
643,1143.00
644,1142.00
645,1149.00
646,1148.00
647,1147.00
648,1146.00
649,1153.00
650,1152.00
651,1159.00
652,1158.00
653,1165.00
654,1164.00
655,1163.00
656,1162.00
657,1169.00
658,1176.00
659,1175.00
660,1174.00
661,1181.00
662,1180.00
663,1179.00
664,1178.00
665,1177.00
666,1176.00
667,1175.00
668,1174.00
669,1173.00
670,1172.00
671,1171.00
672,1170.00
673,1169.00
674,1168.00
675,1167.00
676,1174.00
677,1173.00
678,1172.00
679,1179.00
680,1186.00
681,1185.00
682,1191.00
683,1190.00
684,1189.00
685,1188.00
686,1187.00
687,1193.00
688,1192.00
689,1199.00
690,1198.00
691,1197.00
692,1196.00
693,1195.00
694,1194.00
695,1201.00
696,1200.00
697,1207.00
698,1214.00
699,1221.00
700,1220.00
701,1219.00
702,1218.00
703,1217.00
704,1224.00
705,1228.00
706,1227.00
707,1234.00
708,1233.00
709,1240.00
710,1239.00
711,1246.00
712,1245.00
713,1244.00
714,1243.00
715,1250.00
716,1249.00
717,1248.00
718,1247.00
719,1254.00
720,1261.00
721,1268.00
722,1267.00
723,1266.00
724,1273.00
725,1280.00
726,1279.00
727,1278.00
728,1277.00
729,1284.00
730,1283.00
731,1282.00
732,1281.00
733,1280.00
734,1279.00
735,1278.00
736,1277.00
737,1276.00
738,1283.00
739,1282.00
740,1289.00
741,1296.00
742,1303.00
743,1302.00
744,1301.00
745,1300.00
746,1299.00
747,1298.00
748,1297.00
749,1296.00
750,1295.00
751,1299.00
752,1298.00
753,1297.00
754,1304.00
755,1308.00
756,1314.00
757,1313.00
758,1320.00
759,1319.00
760,1318.00
761,1317.00
762,1316.00
763,1315.00
764,1314.00
765,1313.00
766,1312.00
767,1311.00
768,1310.00
769,1309.00
770,1316.00
771,1322.00
772,1328.00
773,1335.00
774,1342.00
775,1341.00
776,1340.00
777,1339.00
778,1338.00
779,1345.00
780,1344.00
781,1351.00
782,1350.00
783,1357.00
784,1356.00
785,1363.00
786,1367.00
787,1371.00
788,1370.00
789,1369.00
790,1368.00
791,1367.00
792,1366.00
793,1365.00
794,1364.00
795,1363.00
796,1362.00
797,1361.00
798,1360.00
799,1359.00
800,1358.00
801,1357.00
802,1356.00
803,1355.00
804,1362.00
805,1369.00
806,1368.00
807,1367.00
808,1366.00
809,1372.00
810,1379.00
811,1378.00
812,1385.00
813,1392.00
814,1391.00
815,1390.00
816,1397.00
817,1396.00
818,1395.00
819,1394.00
820,1393.00
821,1392.00
822,1391.00
823,1390.00
824,1389.00
825,1393.00
826,1392.00
827,1391.00
828,1398.00
829,1405.00
830,1404.00
831,1403.00
832,1402.00
833,1409.00
834,1408.00
835,1407.00
836,1406.00
837,1413.00
838,1412.00
839,1411.00
840,1410.00
841,1409.00
842,1408.00
843,1407.00
844,1406.00
845,1413.00
846,1412.00
847,1411.00
848,1418.00
849,1417.00
850,1416.00
851,1415.00
852,1414.00
853,1413.00
854,1412.00
855,1411.00
856,1410.00
857,1409.00
858,1408.00
859,1407.00
860,1406.00
861,1410.00
862,1409.00
863,1416.00
864,1415.00
865,1414.00
866,1418.00
867,1425.00
868,1432.00
869,1431.00
870,1438.00
871,1437.00
872,1444.00
873,1451.00
874,1450.00
875,1449.00
876,1448.00
877,1447.00
878,1446.00
879,1445.00
880,1452.00
881,1451.00
882,1450.00
883,1449.00
884,1456.00
885,1455.00
886,1454.00
887,1453.00
888,1452.00
889,1451.00
890,1450.00
891,1456.00
892,1463.00
893,1470.00
894,1469.00
895,1468.00
896,1475.00
897,1474.00
898,1481.00
899,1480.00
900,1479.00
901,1478.00
902,1485.00
903,1484.00
904,1483.00
905,1482.00
906,1481.00
907,1488.00
908,1487.00
909,1486.00
910,1493.00
911,1492.00
912,1491.00
913,1498.00
914,1497.00
915,1496.00
916,1495.00
917,1494.00
918,1501.00
919,1500.00
920,1499.00
921,1498.00
922,1505.00
923,1512.00
924,1511.00
925,1510.00
926,1509.00
927,1515.00
928,1514.00
929,1513.00
930,1512.00
931,1511.00
932,1510.00
933,1509.00
934,1516.00
935,1523.00
936,1530.00
937,1537.00
938,1536.00
939,1535.00
940,1534.00
941,1533.00
942,1532.00
943,1536.00
944,1543.00
945,1542.00
946,1541.00
947,1540.00
948,1539.00
949,1546.00
